id,score,review
75921,Positive,çok çok beğendim gerçekten harika bir ürün renk aynı görseldeki gibi başkalarına o kadar para vermenize asla gerek yok
75922,Negative,Fiyat olarak daha uygun aldım ama henüz  denemedim daha sonra deneyip yorumumu yapacağım yalnız şunu soyleyim ürünü resimden küre şeklinde algılamışım halbuki yarım küreymiş
75923,Positive,çok güzel bir ürün.  yüzümü temizledikten sonra puruzsuz oluyor sarji da gayet uzun gidiyor
75924,Negative,Arkası çok kötü beğenmedim
75925,Negative,"hiç bir işe yaramıyor, boşuna para vermeyin"
75926,Positive,hızlı teslimat için teşekkürler
75927,Neutral,Göründüğü kadar parlak ve kaliteli değil üstelik çantasının kenarı da soyulmuş geldi ben deneme amaçlı aldığım için umursamadım yapıştırdım ilk deneyim için idare eder diyebilirim
75928,Negative,çok kötü bır ürün
75929,Negative,ben pek beğenmedim su gibiydi yapışi aleo vera yapışina benzemiuodu
75930,Positive,Ürünün hem fiyatı uygun hem de paketlenmesi çok başarılıydı. Henüz bir kez kullandım ama kaliteli geldi bana ve saçı yağlandırmıyor. Ayrıca hediye için de teşekkür ederim.
75931,Neutral,cilt temizleme fırçası güzel. piyasadaki diger ürünler gibi. fakat temizleme jeli uzerinde yazandan farkli geldi sivilce karşıtı yikama jeli yonlendirilmis
75932,Negative,"Fondöteni sürdükten sonra yüzüm pul pul oldu. Ayrıca birçok insan hediye için teşekkür etmiş,fakat bende çıkmadı.Sadece kokusu güzel."
75933,Positive,yağlı ciltler için özellikle tavsiyemdir yikadiktan sonraki yüzümde hissettiğim kuruluk tam da aradığım şeydi
75934,Negative,kaliteli ve hızlı kargo beğendim
75935,Positive,"Gönderim yavaş onun harici güzel işlevsel, pahalıları almaya gerek yok"
75936,Neutral,Renkleri çok güzel ama çok çabuk kırılıyor maalesef
75937,Neutral,ürünün ambalaj ı mükemmel fakat vaadedilen dolgunluk yok. Nemlilik hissi mükemmel.
75938,Neutral,Yorumlara bakarak çok büyük umutlarla aldım on gün oldu kullanıyorum ama beklediğimi bulamadım.Şunu da belirtmek isterim çok güzel kokuyor
75939,Negative,Hiç beğenmedim
75940,Positive,Fırçama uyumlu gayet güzel. Fiyatı da uygun
75941,Neutral,Güzel fakat kalıcı değil.
75942,Neutral,"hemen geri çekmek mi lazım acaba, aksi takdirde kıp kırmızı oluyor uygulanan alan. biraz korktum açıkçası."
75943,Negative,çok genişledi keşke almasaydm😫
75944,Positive,"Harika. Kullanımı kolay, güzel nemlendiriyor. İndirimden aldım fiyatı da piyasaya göre çok uygundu."
75945,Negative,Ölçüler doğru olabilir tamamda fotoğrafta neden böyle büyük bir tahta kullandınız anlamadım tam bir hayal kırıklığı...
75946,Positive,aldım yüze masaj yapıyor pahalı ürünlerden hiç farkı yok alın deneyin derim
75947,Neutral,"fiyat gayet uygun Kokusu hoş fakat çok kokmasına gerek yok bence.. onun haricinde ilk gelende dolum hatası vardı ki New well de sürekli karşılaştığım sıkıntı rujlarda keza öyle ittiriyoeum arkaya düşüyor değiştirmek zorunda kaldm, yumuşak yapısı var idare eder."
75948,Positive,Fiyatı uygun. Kokusu güzel.
75949,Negative,Beklentinin altında bir ürün
75950,Neutral,arkaşlar çok küçük yani bir el kadar ben biraz daha büyük bekliyodumm..
75951,Neutral,Ürün fiyat açısından gayet iyi. Gerçekten tüyleri de alıyor. Bu konuda başarılı ama ne yazık ki bu ürün hassas ciltler için bile olsa da yüzümü tahriş etti ve pütürlenme oldu. Yine de acil durumlar için başarılı buldum
75952,Neutral,Kokusu çok güzel ama sesi çok minicik kargoda çok hızlı geldi
75953,Positive,hem kızıma hem kendime aldim çok güzel.
75954,Positive,"Ürünün fiyatı uygun, işlevi da fiyatına göre gayet iyi. Kuşku etmeden alınabilir bir ürün. Yorumlarda küçük denmiş buna anlam veremedim yüz için olan bir alet ne kadar büyük olabilirdi? Boyutu tamamen ideal. Teşekkürler :)"
75955,Neutral,Kendi kendine titreşimi açılıyor çalışıyor bir kere iki kere değil gün de 3 4 kez oldu hiç memnun kalmadım aynısını başka bir satıcıdan aldık onda bir sıkıntı yok
75956,Positive,Tartışmaya kapalı muadillerinden farkı olmayan kolay kullanımlı mutluluk veren bir formül☺️
75957,Neutral,yeni kullanıyorum henüz etkisini görmedim ama paketleme güzeldi
75958,Neutral,Güzel bir ürün fakat benim cildimde yağlanma yaptı
75959,Positive,Kesinlikle tavsiye ederim.
75960,Neutral,Yanii fena değil
75961,Positive,gayet  kuruyan dudakları çok güzel bir şekilde nemlendiriyor tavsiye ederim
75962,Neutral,Güzel kokuyor ama kalıcı değil
75963,Positive,"Tam anlamıyla karma bir cildim var. Sabah-akşam bir pompa sıkarak ıslak yüzüme elimle masaj yaparak uyguluyorum. Hemen üstüne nemlendirici uygulayıp temiz ciltte nemi hapsediyorum. Kısa sürede bile fark ettiğini görüyorsunuz. BU ÜRÜNDEN MEMNUN KALMAYAN SORUNU KENDİNDE ARAMALIDIR&lt;3 Ürün hızlı ve sorunsuz ulaştı, teşekkürler."
75964,Positive,Güzel temizliyor bence. Tek sıkıntısı durulama aşaması uzun sürüyor çok çabuk durulanmıyor ama performansı gayet güzel.
75965,Negative,Penyesi çok kötü.Yaka toparlanmıyor.İade
75966,Negative,"Sleep şimdiye kadar kullandığımı en iyisi ben çok severek kullanıyorum, emiciliği çok iyi"
75967,Negative,"Kokusu çok yoğun,, paketleme iyi gönderim hızlı ..ancak ürünün hiçbir işlevi yok ,kokudan başka.."
75968,Negative,Çok beğenmedim renk tonlarını
75969,Neutral,Güzel ama henüz kullanmadım.
75970,Positive,Biraz kalın onun dışında güzel
75971,Positive,daha öncede kullandigim bir üründü çok uzun süreli gidiyor ve çok güzel cildinizin temizlendiğini hissediyorsunuz asla yanma hissi vermiyor benim cildim çok hassas olmasına rağmen aylarca kullanıyorum yine bitmiyor
75972,Negative,Kesinlikle yagli ciltlere gore bir ürün değil. ürün basligi yanlis. Bu ürün kutusunda da yazdigi uzere “çok hassas ve kuru ciltler icin yogun nemlendirici” bir krem.
75973,Neutral,İçeriği temiz diye almıştım ama daha sonra etiketini inceleyince 3. İçeriğinin sülfat olduğunu gördüm.
75974,Neutral,Kokusu harika ferah ama kalıcı değil kısa süreli :)
75975,Neutral,Rengi pek belirgin değil. Sadece kaşlarımı sabitlemesi işime yarıyor.
75976,Neutral,Ürün cildi temizliyor ama kurutuyor kokusu  deterjan gibi onu beğenmedim
75977,Neutral,Biraz sivilce yaptı ama diğer ürünleri güzel 👍🏻
75978,Positive,"yüz temizleme jeli ile kullanıyorum kesinlikle çok işe yarıyor,ciltteki tüm ölü deriyi temizliyor."
75979,Negative,Çöp elinizi sürmeyin iade ediyorum...
75980,Positive,Şampuan evet sertleştiriyor ama ardından maskeyi kullandığınızda yumaşacık oluyor. Umarım etkisini görürüm
75981,Neutral,2 kez sürdüm daha yumuşak yapıyor ama ilk sürdüğünde sanki kalıp gibi oluyor.
75982,Negative,fiyat uygundu Göründüğü gibi değildi içi mor su çıktı
75983,Positive,"ürünü 1 aydır düzenli kullaniyorum cildimdeki puruzlerin gittigini,siyah noktalarin büyük olcude azaldigini ve cildimin daha saglikli göründüğünu gozlemledim. ayrica ince kirisikliklarida açmaya başladi fiyatina gore performansi çok iyi"
75984,Negative,yorumlara bakarak aldım hiç beğenmedim kumasi çok kötü ancak evde giyilir nasıl begenilmis anlamadım
75985,Neutral,hızlı ve güzel kargo yeni başladık kullanmaya yorum yazıcam sonuç alınca
75986,Neutral,korumasının daha iyi olmasını beklerdim çilli bir insanım ve sürünce güneşte çillerimin çıkmasına fazla engel olamıyor. daha iyi ürünler de kullanmıştım
75987,Positive,Pahalı ürünlere para verilmesine gerek olmayacak kadar güzel bir ürün
75988,Neutral,güzel kokuyor
75989,Negative,çok kalitesiz giymeden bir yıkayım istedim jartiyerin çoraba geçirilen plastik yeri makinede kopmuş hiç kullanamadım 30 derece de 15 dk yıkadım ve de çok uzun ve yüksek bir derece de değildi
75990,Neutral,Kokusu çok güzel kalıcılığı çok az fiyatına göre uygun alınabilir
75991,Negative,Hemen aktı memnun kalmadım
75992,Negative,Ürün aslında gayet kaliteli görünümlü ve saklama kabıyla geldi. İğneleri çok çok ince küçük ama arada iki iğnesi diğerlerinden çok daha büyük kalın ve yamuktu uygulama sırasında ciddi hasar verecek şekilde. Lütfen siz de dikkat edin tüm iğnelerin aynı şekilde hizalı ve aynı olmasına. Fatura da kesilip içine konmamış iade ediyorum sorun çıkarmazlar umarım.
75993,Negative,Güzel ürün değil beğenmedim
75994,Negative,Ben beğenmedim zevkler tartışılmaz tabiki
75995,Positive,Ürün gayet iyi beğendim ucuza da aldım
75996,Neutral,yani idare eder bir ürün
75997,Positive,"Paketlenmesi iyiydi, başarılı bir ürün."
75998,Positive,Severek kullanıyorum manikür beceremeyenler için ideal
75999,Neutral,Pek bir faydasını göremedim her an bozulacakmış gibi duruyor
76000,Negative,"beli çok yukarıda duruyor, toplanıyor. Güzel durmadı. iade"
76001,Positive,"her roflelinin kullanmasi gereken bir ürün,ama abartmayin 19 gunde 1 yetiyor 🤗"
76002,Neutral,Orta seviyede bir ürün bence ne çok iyi ne çok kötü ama fiyatına göre memnunum
76003,Negative,Ilk defa addax tan aldığım ürün  için  pişman oldum.Tuylenme yaptı.
76004,Neutral,Hoş çiçek gibi bir kokusu var
76005,Positive,Uzun süreli etkisi nasıl bilmiyorum suan için ama kullandıktan hemen sonra yumuşaklık hissini veriyor. Mutlaka yüzünüzü temizledikten sonra kullanın
76006,Neutral,biraz rengi beklediğimden koyu ama kapatıcı özelliği güzel
76007,Positive,"kokusu harika, paketleme güzeldi"
76008,Negative,"Ürün paketlemesi iyi değildi, ve icinden garanti cikmadi. ürünün orjinalliginden emin değilim"
76009,Neutral,Kokusu bayağı kalıcı..
76010,Neutral,Sevemediğim bir tarafı oldu ne olduğundan emin değilim.
76011,Neutral,Kokusu fazla geldi Daha kokusuz olabilirdi
76012,Positive,Ürün çok güzel kokusu kesinlikle tavsiye ediyorum alan pişman olmaz
76013,Negative,Kesinlikle çok kötü bir ürün burada saten görünüyor gelen ürün iğrenç
76014,Negative,Hiç beğenmedim sivilce yaptı alerjik reaksiyon gösteriyor
76015,Positive,Çok severek kullanıyorum herkese tavsiye ederim
76016,Negative,beğenmedim
76017,Neutral,fiyat performans açısından bakılırsa iyi
76018,Positive,"muhteşem  bir ruj, severek kullanıyorum"
76019,Positive,Beğendim. Ama rengi açık pembe. Çok titreştirioo
76020,Negative,Cildimde alerji yaptı
76021,Neutral,kuru eller için nemlendirme bombası gibi işlev görüyor. uygulama sonrası ellerde fark edilir bir rahatlama sağlıyor.
76022,Neutral,Gri duruyor çok soluk almayın
76023,Neutral,Daha önce biodermanın bir nemlendiricisini denedim ona göre bu kat kat güzel ama kuru cildi olanlar için yine de yeterli değil
76024,Neutral,Gayet güzel bir ürün tavsiye edebilirim.
76025,Positive,çok güzel yıllardr kullanıyorum
76026,Neutral,"çok büyük beklentilerle almama ragmen bekledigim gibi olmadı, evet nemlendirmesi güzel ama diger lip balm lardan çok farklı oldugunu düsünmüyorum, tadı ve kokusu güzel"
76027,Negative,duruşu hiç güzel değil.
76028,Negative,çok agir bir parfum
76029,Neutral,Belirginliği az
76030,Neutral,"Güzel nemlendiriyor ama spor yapıp sürerseniz sıkılaşırsınız. Tekrar alır miyim? Güzel nemlendiriyor diye alırım, evet."
76031,Neutral,hediye için teşekkürler fakat kullanışlı değil sevgiler
76032,Neutral,yorumlara bakarak aldim sivilceyi geçirmiyor ama kurulmasına yardimci oluyor  hafif  yakiyor ama hemen geçiyor uzun süreli kullanmak lazım 1 haftada  bu kadar yorum yapabilirim
76033,Positive,Fiyatı çok uygun ve kaliteli rahatsız asla etmiyor ürün elime 2 günde ulaştı.Teşekkürler. :)
76034,Positive,Gayet uygun bir fiyata aldım. Siparişimden 2 gün sonra elime ulaştı.
76035,Negative,Sivilce yapıyor
76036,Neutral,Ürün görseldeki renkte gelmedi siyah geldi ve tutma kısmı çokta kaliteli görünmüyor ama işlem yaparken sıkıntı olmadı ilk izlenim için güzel
76037,Negative,çok kötü kumasi
76038,Positive,Anında beyazlık sağlıyor ve sivilce oluşumunu engelliyor. Parlamayı önlüyor aynı zamanda ciltteki eşitsizlikleri dengeliyor. Kesinlikle hayatımdan eksik etmeyeceğim bir krem
76039,Negative,İndirimden almıştım. Daha sadece bir tane yaptım. Çok da lazım mıydı? Bence değildi. Cildi çok kuru olanlarda daha iyi bir etki bırakır belki de.
76040,Neutral,Kullanalım göreceğiz. Ama kıl yapısi oldukça güzel
76041,Negative,İçindeki pedler aşırı küçük ve büstiyer sabit durmuyor surekli kayıyor. Kalıbı küçük kesinlikle tavsiye etmem.
76042,Positive,Perceive benim kokum klasik vazgeçemeyenlerdim
76043,Neutral,Ürünün üstünde uzun süre kalıcı falan yazıyor ..ben çok beğenmedim
76044,Negative,Fazla kalın değil
76045,Neutral,ürün gayet güzel geldi özenle kargolanmıştı
76046,Neutral,"Firma bu ortamda kargoyu o kadar hızlı gönderdiki, ışık hızı. Teşekkür ederim."
76047,Neutral,"törpü olarak güzel ama metal kısmı sürekli çıkıyor kullanıyorken, ellerimi yaraladı. bunun haricinde dikkatli kullanımda ayakları pamuk yapıyor."
76048,Negative,Fiyat düşmüş 1
76049,Neutral,Lekelere bir etkisi yok ama parlaklık canlılık veriyor cilde
76050,Positive,Silikon ön arka yüz yumuşak. Avuç içi kadar. Şarj edilebilir. Elinizle istediğiniz gibi Artan azalan titreşim modu var. Blueberry marka cihaza göre az daha küçük. Ama ikisininde işlevi aynı. Severek kullanıyorum. Düzenli kullanınca cildinizde ki temizliği derinlemesine fark edeceksiniz. Tavsiye ediyorum. Kargo paketleme de güzel kutu kırılmasın diye şişme poşete sarmışlar. Teşekkür ederim
76051,Neutral,Ben tam olarak ürünün neden bu kadar övüldüğünü anlamadım. Vazelinin etkisiyle hemen hemen aynı. Bir daha alır miyim almam. kötü bir ürün olduğu için diil sadece fazla pahalı. Muadili var.
76052,Positive,"Ürün çok kaliteli görünmüyor fakat fiyat performans olarak gayet uygun,düzenli kullanımda faydası olacaktır diye düşünüyorum"
76053,Negative,Nemlendiriciliği güzel ama yüzümde oksitlendi ve türüncuya döndü. Normalde BB kremin olayı yok gibi olması ve renk tonunu eşitlenmesi ama bu türüncuya dönünce çok kötü duruyor. Beğenmedim.
76054,Positive,pek etkisini anlamadim ama güzele benziyor
76055,Positive,Çok güzel nemlendirici
76056,Negative,asla almayın
76057,Positive,ne ses var ne dönmüyor diye problem. gayet güzel basarili
76058,Negative,Çok kalitesiz çok ince
76059,Positive,"ürünu alali yaklasik uc hafta oldu, merak edenler icin kesinlikle çok işe yariyor, kumral renginde olan saclarima simdilik uc kere kullandim ve sac rengimi iki ton acti, çok dogal duruyor, sac uclarima uyguladim dibime hiç degdirmedim bende kizillik yaratmadi eldivenle az az yedirdikten sonra fon makinesiyle kuruttum , gayet güzel bir renk elde ettim kullanmaya devam edicem, ama biraz bekedikten sonra suan rengi gayet güzel, sacimin uclarini biraz kuruttu ama yaglarla vs seylerle onuda hallettim, sac rengini acip almak isteyen kim varsa çok etkili bir ürün, teşekkürler trendyol❤️"
76060,Positive,Nefis kokuyor. Aşırı kalıcı değil. Günü çıkarır
76061,Negative,coook pahalı ama kalite güzel
76062,Neutral,Ürünün fiyatı ucuz ama çokda beğenmedim dudakta renk değiştiriyor kabuk kabuk yapıyor
76063,Positive,Saçlarım yumuşacık oldu çok severek kullanıyorum
76064,Negative,ürün görüldüğü kadar büyük değildi ama kalitesi çok güzel
76065,Neutral,Teşekkürler trendyol fiyatı iyi
76066,Neutral,🤘🤘🤘👍🏽👍🏽👍🏽👍🏽🤘🤘🤘
76067,Positive,Tereddüt ettim alırken ama tavsiye üzerine aldım birkaç düzenli kullanımdan sonra şaşırtıcı bir etkisi oldu özellikle de cilde verdiği parlaklık muhteşem
76068,Negative,Hiçbir faydası yok boşuna para vermeyin..
76069,Positive,Çok güzel bir ürün. indirimdeyken aldım iyi ki almışım diyorum. paketleme de çok iyiydi. Herkese tavsiye ederim
76070,Neutral,sisenin püskürtme agzini daha kaliteli yapabilirsiniz. esit miktarda dağıtmıyor ürünü. ama new well i seviyorum.
76071,Negative,"Ürün görseldeki gibi gelmedi. kalitesiz, etiketsiz ve fatura çıkmamıştır. Ürünü geldiği gibi geri gönderiyorum."
76072,Neutral,Fırçası biraz sert ama gayet kullanışlı
76073,Negative,açıkçası   yeni sıkmama rağmen kokusu burnuma bile gelmeden uçup giden bir koku oldu  hayal kirikligi
76074,Neutral,Rengi gold bayağı altın gibi parlıyo fiyatı yüksek ama güzel tarıyo ve saçları kabartmıyo deniyodu malesef kabartıyo
76075,Positive,"kampanyadan faydalanarak aldım, oral-b kalitesi tartışılmaz."
